L_elbow,R_elbow,L_shoulder,R_shoulder,L_knee,R_knee,L_hip,R_hip,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y,21_x,21_y,22_x,22_y,23_x,23_y,24_x,24_y,25_x,25_y,26_x,26_y,27_x,27_y,28_x,28_y,29_x,29_y,30_x,30_y,31_x,31_y,32_x,32_y,original_frame
155.79333333333332,153.48999999999998,37.443333333333335,110.33333333333333,150.31,93.32000000000001,134.52666666666667,90.0,0.7084176143010458,0.555010974407196,0.61106938123703,0.5363178451855978,0.7490727305412292,0.6058285037676493,0.5346888303756714,0.5319510499636332,0.761354128519694,0.6534762978553772,0.4780462682247162,0.5559588074684143,0.771460751692454,0.668341338634491,0.4709619383017222,0.565185546875,0.7550002733866373,0.6700831453005472,0.4789157410462697,0.5670934716860453,0.7472293774286906,0.6651033957799276,0.48232447107632953,0.5647647182146708,0.7105374932289124,0.6549698909123739,0.645685076713562,0.6491580009460449,0.7787906328837076,0.7193121910095215,0.5470006863276163,0.679427981376648,0.9002939065297445,0.7487574418385824,0.5653045376141866,0.7543187340100607,0.9271189371744791,0.7529279788335165,0.5853002071380615,0.768716832002004,0.8706356485684713,0.7810958425203959,0.5058767000834147,0.7735239664713541,21.0
155.76,156.23,37.6175,111.3025,150.2525,93.51,134.54250000000002,90.0775,0.7081110030412674,0.5549871921539307,0.6110887825489044,0.5363006293773651,0.7489666044712067,0.6057496964931488,0.5355975925922394,0.530766099691391,0.7613333761692047,0.6532686501741409,0.4748621731996536,0.5514933466911316,0.7714784294366837,0.6682379990816116,0.46598319709300995,0.5594694912433624,0.7551514208316803,0.6700256764888763,0.47194747626781464,0.5612246096134186,0.7474497407674789,0.6649874746799469,0.4757426008582115,0.559250071644783,0.7102178782224655,0.654778853058815,0.645732507109642,0.649091437458992,0.7786451280117035,0.7193369716405869,0.5470101535320282,0.679557129740715,0.8998412191867828,0.7486277222633362,0.5651980340480804,0.7545038014650345,0.9268714934587479,0.7528704404830933,0.5851065516471863,0.7687798291444778,0.8711308687925339,0.780947133898735,0.5057132989168167,0.7737916558980942,21.5
155.578,158.118,37.708000000000006,112.17999999999999,149.99,93.88,134.85399999999998,90.286,0.7076610565185547,0.554958724975586,0.6112578988075257,0.5363052964210511,0.748850965499878,0.6056937336921692,0.5372582316398621,0.5297617435455322,0.7612507700920105,0.6531411647796631,0.47290551066398623,0.5478591918945312,0.771424412727356,0.6681583523750305,0.46244947910308837,0.5549679160118103,0.7552303433418274,0.6699699401855469,0.4671846628189087,0.5565633773803711,0.7475765228271485,0.664886200428009,0.4714071750640869,0.5549602627754211,0.7100225329399109,0.6545073032379151,0.6457632899284362,0.6489579319953919,0.7785577178001404,0.7195373415946961,0.5472173094749451,0.6796759843826294,0.8996379256248475,0.7485739946365356,0.5651299357414246,0.7546686291694641,0.9267578005790711,0.7528368711471558,0.5849895477294922,0.768872082233429,0.8717150688171387,0.7807597994804383,0.5055659294128418,0.7740862846374512,22.0
155.46599999999998,162.29399999999998,37.696000000000005,113.9,149.63600000000002,94.352,135.376,90.47,0.7068828105926513,0.5548544764518738,0.6114956617355347,0.536241066455841,0.7485032916069031,0.6056121706962585,0.5393048286437988,0.5277047634124756,0.7609927654266357,0.6528362154960632,0.46904109716415404,0.5399988532066345,0.7712489604949951,0.6679799556732178,0.4556269943714142,0.5452837228775025,0.7553904414176941,0.6698880791664124,0.45731924176216127,0.5466754555702209,0.7478598833084107,0.6647366881370544,0.4624774158000946,0.5458139181137085,0.7097406148910522,0.6541225910186768,0.6460182309150696,0.6488052845001221,0.7783515691757202,0.719753873348236,0.5474539160728454,0.6799137711524963,0.8992629289627075,0.7484711050987244,0.5650115489959717,0.7549594402313232,0.9267021179199219,0.7527465224266052,0.5847702622413635,0.7690266609191895,0.8729125380516052,0.7804503083229065,0.5052252054214478,0.7746187090873718,23.0
155.43200000000002,166.154,37.578,115.50999999999999,149.264,94.928,136.004,90.86800000000001,0.7061228275299072,0.5549099922180176,0.6116726279258728,0.536113953590393,0.7480870246887207,0.605634891986847,0.5411859393119812,0.5256779670715332,0.7607093453407288,0.6526404738426208,0.46528545022010803,0.5320760369300842,0.771012258529663,0.6678039908409119,0.44895527362823484,0.5359520673751831,0.7553939461708069,0.6697814583778381,0.4484672904014587,0.5371748924255371,0.7479559183120728,0.6645967960357666,0.45466697216033936,0.536931824684143,0.7096033811569213,0.6537238836288453,0.6460383653640747,0.6485784530639649,0.7782871961593628,0.7200201272964477,0.5477263569831848,0.6802499294281006,0.89907146692276,0.7484559297561646,0.5649332642555237,0.7551850318908692,0.9267597675323487,0.7527259349822998,0.5846261858940125,0.7692042350769043,0.873768401145935,0.7802427411079407,0.5050516486167907,0.7749526619911193,24.0
155.348,168.27799999999996,37.424,116.998,148.916,95.552,136.57199999999997,91.264,0.7055114865303039,0.5551381826400756,0.6118433594703674,0.5360259890556336,0.747738265991211,0.605907940864563,0.5431050658226013,0.5238846063613891,0.7603484869003296,0.65264493227005,0.4630553960800171,0.5259253144264221,0.7704840779304505,0.6677262544631958,0.44459564089775083,0.5288737893104554,0.7551955223083496,0.6697286128997803,0.443450003862381,0.5301479578018189,0.7478928089141845,0.6645447969436645,0.4504006266593933,0.5302357912063599,0.7094978570938111,0.6533547282218933,0.6460588097572326,0.6483442544937134,0.7781819462776184,0.7202536344528199,0.5480581760406494,0.6805742502212524,0.8991387009620666,0.7485321044921875,0.5648592352867127,0.7554017305374146,0.9268788456916809,0.7527464866638184,0.5844378590583801,0.7693458318710327,0.8744876265525818,0.7801655173301697,0.5049362778663635,0.7753280520439148,25.0
155.31,169.99200000000002,37.104,118.38,148.49,96.106,137.298,91.624,0.7049883365631103,0.5553234934806823,0.6120111227035523,0.5358052849769592,0.7474070191383362,0.6061887979507447,0.5445649147033691,0.5221144318580627,0.7599734187126159,0.6526424646377563,0.4621998071670532,0.5198370099067688,0.7699033737182617,0.6676055788993835,0.44204957485198976,0.5219789385795593,0.7549317240715027,0.6696397066116333,0.4405908226966858,0.5229551792144775,0.7477432131767273,0.6645041346549988,0.4483614921569824,0.5233648657798767,0.7096333622932434,0.6530320525169373,0.6461410880088806,0.6481337785720825,0.7781280636787414,0.7205145239830018,0.5483728766441345,0.6808958888053894,0.8993037462234497,0.7486307144165039,0.5648198246955871,0.755570900440216,0.9271123051643372,0.752816379070282,0.5843366503715515,0.7695651769638061,0.8750299930572509,0.7800771474838257,0.5047693610191345,0.7756619095802307,26.0
155.51799999999997,171.28000000000003,36.672,119.63,148.25,96.42999999999999,137.836,91.854,0.7047341465950012,0.5555732727050782,0.6120334267616272,0.5355668187141418,0.7471277832984924,0.6066227078437805,0.5453284382820129,0.5205306529998779,0.7596555471420288,0.6526438951492309,0.46146645545959475,0.5145676016807557,0.7692798137664795,0.6675124764442444,0.4400252103805542,0.5158717632293701,0.7546505331993103,0.669573438167572,0.4382933616638184,0.516498601436615,0.7475883960723877,0.6644962430000305,0.44673873782157897,0.5171736478805542,0.7098923563957215,0.6528643369674683,0.6462089657783509,0.6480022072792053,0.7781068086624146,0.7206020355224609,0.5484894752502442,0.681196641921997,0.8994009733200073,0.7487127423286438,0.5647842764854432,0.7557230114936828,0.9273426532745361,0.752914547920227,0.5842743515968323,0.7697863698005676,0.8752788424491882,0.7800972580909729,0.5046092987060546,0.7759291648864746,27.0
155.596,172.382,36.358,120.898,147.988,96.702,138.32,92.04400000000001,0.7045525312423706,0.5558125138282776,0.6120336174964904,0.5352972269058227,0.7469626784324646,0.6069856405258178,0.5459447264671325,0.5188346028327941,0.7594108343124389,0.6526448726654053,0.46130560636520385,0.5092934489250183,0.7686911940574646,0.6674280285835266,0.4390375316143036,0.5092489540576934,0.7543783783912659,0.6695224165916442,0.4373830795288086,0.5093567728996277,0.7474359393119812,0.6644980788230896,0.44632722735404967,0.5102813065052032,0.7101284384727478,0.6527256488800048,0.6462337017059326,0.6478994965553284,0.7780731797218323,0.7207295179367066,0.5485686779022216,0.6814133882522583,0.8993187189102173,0.7487501740455628,0.5647276401519775,0.7559038758277893,0.9273520469665527,0.7530912160873413,0.5842127919197082,0.7700536489486695,0.8752097725868225,0.7800983548164367,0.5043675541877747,0.7762159585952759,28.0
155.51399999999998,172.95200000000003,36.184,121.9,147.834,96.964,138.566,92.232,0.7044822812080384,0.5560859560966491,0.6120659232139587,0.535070824623108,0.7469249963760376,0.6074019193649292,0.5463910222053527,0.5174021124839783,0.7591466665267944,0.6526694655418396,0.4613677799701691,0.5053843498229981,0.7680502653121948,0.6674099802970886,0.43898335099220276,0.5041949212551117,0.7540578603744507,0.669498085975647,0.4374850749969482,0.5037598967552185,0.7472403168678283,0.6645058870315552,0.4465205490589142,0.5049039602279664,0.7102389454841613,0.652687156200409,0.6461852312088012,0.6478278160095214,0.7780117273330689,0.7208269834518433,0.5486124157905579,0.6815582156181336,0.899277663230896,0.7487972378730774,0.564593493938446,0.7560558319091797,0.9273559808731079,0.7532797694206238,0.5839707612991333,0.7702700853347778,0.8751512289047241,0.7801664471626282,0.504129695892334,0.7764430165290832,29.0
